start,destination,km,price
Mumbai Central,Cotton Green,30,15
Mumbai Central,Panvel,43,20
Mumbai Central,Bhandup,1,5
Mumbai Central,Naigaon,36,20
Mumbai Central,Churchgate,21,15
Mumbai Central,Vashi,34,15
Mumbai Central,Kalwa,24,15
Mumbai Central,Reay Road,2,5
Mumbai Central,Mahim Junction,6,5
Mumbai Central,Thane,2,5
Mumbai Central,Nallasopara,4,5
Mumbai Central,Vasai Road,47,20
Mumbai Central,Virar,48,20
Bandra,Dadar,20,10
Bandra,Goregaon,33,15
Bandra,Sandhurst Road,45,20
Bandra,Dombivli,34,15
Bandra,Vikhroli,25,15
Bandra,Kurla,44,20
Bandra,Grant Road,11,10
Bandra,Santacruz,34,15
Bandra,Byculla,16,10
Bandra,Wadala Road,29,15
Bandra,Marine Lines,10,10
Bandra,Dockyard Road,34,15
Bandra,Ghatkopar,25,15
Bandra,Mulund,37,20
Bandra,Nahur,20,10
Bandra,Thakurli,35,15
Bandra,Chunabhatti,2,5
Bandra,Mahalaxmi,7,5
Bandra,Currey Road,34,15
Bandra,Bhayandar,2,5
Bandra,Matunga Road,1,5
Bandra,Malad,13,10
Bandra,Chhatrapati Shivaji Maharaj Terminus,24,15
Bandra,Kopar,38,20
Bandra,Vile Parle,22,15
Bandra,Chinchpokli,31,15
Bandra,Kalyan Junction,25,15
Bandra,Lower Parel,3,5
Bandra,Masjid,22,15
Bandra,Mira Road,32,15
Bandra,Andheri,33,15
Bandra,Mumbra,42,20
Bandra,Tilak Nagar,10,10
Bandra,Sion,15,10
Bandra,Dahisar,31,15
Bandra,Prabhadevi,13,10
Bandra,Parel,31,15
Bandra,Chembur,15,10
Bandra,Sanpada,17,10
Bandra,Kanjur Marg,49,20
Bandra,Charni Road,45,20
Bandra,Diva Junction,16,10
Bandra,Ram Mandir,12,10
Bandra,Matunga,46,20
Bandra,Mankhurd,45,20
Bandra,Borivali,28,15
Bandra,Guru Tegh Bahadur Nagar,2,5
Bandra,Mumbai Central,16,10
Bandra,Sewri,18,10
Bandra,Vidyavihar,41,20
Bandra,Khar Road,4,5
Bandra,Kandivli,22,15
Bandra,Jogeshwari,36,20
Bandra,Cotton Green,45,20
Bandra,Panvel,8,5
Bandra,Bhandup,16,10
Bandra,Naigaon,31,15
Bandra,Churchgate,36,20
Bandra,Vashi,49,20
Bandra,Kalwa,39,20
Bandra,Reay Road,17,10
Bandra,Mahim Junction,21,15
Bandra,Thane,37,20
Bandra,Nallasopara,39,20
Bandra,Vasai Road,32,15
Bandra,Virar,33,15
Sewri,Dadar,37,20
Sewri,Goregaon,50,20
Sewri,Sandhurst Road,24,15
Sewri,Dombivli,1,5
Sewri,Vikhroli,44,20
Sewri,Kurla,25,15
Sewri,Grant Road,28,15
Sewri,Santacruz,35,15
Sewri,Byculla,33,15
Sewri,Wadala Road,46,20
Sewri,Marine Lines,9,5
Sewri,Dockyard Road,35,15
Sewri,Ghatkopar,42,20
Sewri,Mulund,32,15
Sewri,Nahur,3,5
Sewri,Thakurli,34,15
Sewri,Chunabhatti,35,15
Sewri,Mahalaxmi,40,20
Sewri,Currey Road,1,5
Sewri,Bhayandar,17,10
Sewri,Matunga Road,18,10
Sewri,Malad,6,5
Sewri,Chhatrapati Shivaji Maharaj Terminus,41,20
Sewri,Kopar,5,5
Sewri,Vile Parle,39,20
Sewri,Chinchpokli,48,20
Sewri,Kalyan Junction,8,5
Sewri,Lower Parel,20,10
Sewri,Masjid,5,5
Sewri,Mira Road,37,20
Sewri,Andheri,36,20
Sewri,Mumbra,9,5
Sewri,Tilak Nagar,9,5
Sewri,Sion,32,15
Sewri,Dahisar,48,20
Sewri,Prabhadevi,6,5
Sewri,Parel,48,20
Sewri,Chembur,32,15
Sewri,Sanpada,34,15
Sewri,Kanjur Marg,20,10
Sewri,Charni Road,12,10
Sewri,Diva Junction,33,15
Sewri,Ram Mandir,7,5
Sewri,Matunga,13,10
Sewri,Mankhurd,12,10
Sewri,Borivali,41,20
Sewri,Guru Tegh Bahadur Nagar,17,10
Sewri,Mumbai Central,33,15
Sewri,Bandra,18,10
Sewri,Vidyavihar,28,15
Sewri,Khar Road,21,15
Sewri,Kandivli,47,20
Sewri,Jogeshwari,33,15
Sewri,Cotton Green,12,10
Sewri,Panvel,25,15
Sewri,Bhandup,33,15
Sewri,Naigaon,48,20
Sewri,Churchgate,3,5
Sewri,Vashi,16,10
Sewri,Kalwa,6,5
Sewri,Reay Road,34,15
Sewri,Mahim Junction,38,20
Sewri,Thane,32,15
Sewri,Nallasopara,30,15
Sewri,Vasai Road,15,10
Sewri,Virar,36,20
Vidyavihar,Dadar,10,10
Vidyavihar,Goregaon,23,15
Vidyavihar,Sandhurst Road,5,5
Vidyavihar,Dombivli,24,15
Vidyavihar,Vikhroli,35,15
Vidyavihar,Kurla,4,5
Vidyavihar,Grant Road,1,5
Vidyavihar,Santacruz,44,20
Vidyavihar,Byculla,6,5
Vidyavihar,Wadala Road,19,10
Vidyavihar,Marine Lines,20,10
Vidyavihar,Dockyard Road,44,20
Vidyavihar,Ghatkopar,15,10
Vidyavihar,Mulund,47,20
Vidyavihar,Nahur,30,15
Vidyavihar,Thakurli,7,5
Vidyavihar,Chunabhatti,12,10
Vidyavihar,Mahalaxmi,17,10
Vidyavihar,Currey Road,24,15
Vidyavihar,Bhayandar,12,10
Vidyavihar,Matunga Road,41,20
Vidyavihar,Malad,23,15
Vidyavihar,Chhatrapati Shivaji Maharaj Terminus,14,10
Vidyavihar,Kopar,28,15
Vidyavihar,Vile Parle,12,10
Vidyavihar,Chinchpokli,21,15
Vidyavihar,Kalyan Junction,35,15
Vidyavihar,Lower Parel,43,20
Vidyavihar,Masjid,32,15
Vidyavihar,Mira Road,10,10
Vidyavihar,Andheri,43,20
Vidyavihar,Mumbra,32,15
Vidyavihar,Tilak Nagar,20,10
Vidyavihar,Sion,5,5
Vidyavihar,Dahisar,21,15
Vidyavihar,Prabhadevi,23,15
Vidyavihar,Parel,21,15
Vidyavihar,Chembur,5,5
Vidyavihar,Sanpada,7,5
Vidyavihar,Kanjur Marg,9,5
Vidyavihar,Charni Road,35,15
Vidyavihar,Diva Junction,6,5
Vidyavihar,Ram Mandir,30,15
Vidyavihar,Matunga,36,20
Vidyavihar,Mankhurd,35,15
Vidyavihar,Borivali,14,10
Vidyavihar,Guru Tegh Bahadur Nagar,40,20
Vidyavihar,Mumbai Central,6,5
Vidyavihar,Bandra,41,20
Vidyavihar,Sewri,28,15
Vidyavihar,Khar Road,44,20
Vidyavihar,Kandivli,32,15
Vidyavihar,Jogeshwari,46,20
Vidyavihar,Cotton Green,35,15
Vidyavihar,Panvel,48,20
Vidyavihar,Bhandup,6,5
Vidyavihar,Naigaon,21,15
Vidyavihar,Churchgate,26,15
Vidyavihar,Vashi,39,20
Vidyavihar,Kalwa,29,15
Vidyavihar,Reay Road,7,5
Vidyavihar,Mahim Junction,11,10
Vidyavihar,Thane,47,20
Vidyavihar,Nallasopara,49,20
Vidyavihar,Vasai Road,42,20
Vidyavihar,Virar,43,20
Khar Road,Dadar,17,10
Khar Road,Goregaon,22,15
Khar Road,Sandhurst Road,48,20
Khar Road,Dombivli,21,15
Khar Road,Vikhroli,28,15
Khar Road,Kurla,47,20
Khar Road,Grant Road,8,5
Khar Road,Santacruz,37,20
Khar Road,Byculla,39,20
Khar Road,Wadala Road,26,15
Khar Road,Marine Lines,13,10
Khar Road,Dockyard Road,37,20
Khar Road,Ghatkopar,30,15
Khar Road,Mulund,40,20
Khar Road,Nahur,23,15
Khar Road,Thakurli,38,20
Khar Road,Chunabhatti,5,5
Khar Road,Mahalaxmi,10,10
Khar Road,Currey Road,21,15
Khar Road,Bhayandar,5,5
Khar Road,Matunga Road,48,20
Khar Road,Malad,16,10
Khar Road,Chhatrapati Shivaji Maharaj Terminus,31,15
Khar Road,Kopar,17,10
Khar Road,Vile Parle,33,15
Khar Road,Chinchpokli,28,15
Khar Road,Kalyan Junction,28,15
Khar Road,Lower Parel,2,5
Khar Road,Masjid,25,15
Khar Road,Mira Road,35,15
Khar Road,Andheri,36,20
Khar Road,Mumbra,39,20
Khar Road,Tilak Nagar,13,10
Khar Road,Sion,40,20
Khar Road,Dahisar,28,15
Khar Road,Prabhadevi,16,10
Khar Road,Parel,24,15
Khar Road,Chembur,12,10
Khar Road,Sanpada,38,20
Khar Road,Kanjur Marg,2,5
Khar Road,Charni Road,42,20
Khar Road,Diva Junction,39,20
Khar Road,Ram Mandir,15,10
Khar Road,Matunga,9,5
Khar Road,Mankhurd,10,10
Khar Road,Borivali,31,15
Khar Road,Guru Tegh Bahadur Nagar,5,5
Khar Road,Mumbai Central,39,20
Khar Road,Bandra,4,5
Khar Road,Sewri,21,15
Khar Road,Vidyavihar,44,20
Khar Road,Kandivli,25,15
Khar Road,Jogeshwari,39,20
Khar Road,Cotton Green,10,10
Khar Road,Panvel,5,5
Khar Road,Bhandup,39,20
Khar Road,Naigaon,24,15
Khar Road,Churchgate,33,15
Khar Road,Vashi,6,5
Khar Road,Kalwa,16,10
Khar Road,Reay Road,38,20
Khar Road,Mahim Junction,34,15
Khar Road,Thane,40,20
Khar Road,Nallasopara,42,20
Khar Road,Vasai Road,35,15
Khar Road,Virar,36,20
Kandivli,Dadar,41,20
Kandivli,Goregaon,4,5
Kandivli,Sandhurst Road,24,15
Kandivli,Dombivli,5,5
Kandivli,Vikhroli,4,5
Kandivli,Kurla,23,15
Kandivli,Grant Road,32,15
Kandivli,Santacruz,13,10
Kandivli,Byculla,37,20
Kandivli,Wadala Road,50,20
Kandivli,Marine Lines,39,20
Kandivli,Dockyard Road,13,10
Kandivli,Ghatkopar,46,20
Kandivli,Mulund,16,10
Kandivli,Nahur,49,20
Kandivli,Thakurli,38,20
Kandivli,Chunabhatti,31,15
Kandivli,Mahalaxmi,36,20
Kandivli,Currey Road,5,5
Kandivli,Bhayandar,31,15
Kandivli,Matunga Road,22,15
Kandivli,Malad,42,20
Kandivli,Chhatrapati Shivaji Maharaj Terminus,45,20
Kandivli,Kopar,9,5
Kandivli,Vile Parle,43,20
Kandivli,Chinchpokli,2,5
Kandivli,Kalyan Junction,4,5
Kandivli,Lower Parel,24,15
Kandivli,Masjid,1,5
Kandivli,Mira Road,41,20
Kandivli,Andheri,12,10
Kandivli,Mumbra,13,10
Kandivli,Tilak Nagar,39,20
Kandivli,Sion,36,20
Kandivli,Dahisar,2,5
Kandivli,Prabhadevi,42,20
Kandivli,Parel,2,5
Kandivli,Chembur,36,20
Kandivli,Sanpada,38,20
Kandivli,Kanjur Marg,28,15
Kandivli,Charni Road,16,10
Kandivli,Diva Junction,37,20
Kandivli,Ram Mandir,11,10
Kandivli,Matunga,17,10
Kandivli,Mankhurd,16,10
Kandivli,Borivali,45,20
Kandivli,Guru Tegh Bahadur Nagar,21,15
Kandivli,Mumbai Central,37,20
Kandivli,Bandra,22,15
Kandivli,Sewri,47,20
Kandivli,Vidyavihar,32,15
Kandivli,Khar Road,25,15
Kandivli,Jogeshwari,15,10
Kandivli,Cotton Green,16,10
Kandivli,Panvel,29,15
Kandivli,Bhandup,37,20
Kandivli,Naigaon,2,5
Kandivli,Churchgate,7,5
Kandivli,Vashi,20,10
Kandivli,Kalwa,10,10
Kandivli,Reay Road,38,20
Kandivli,Mahim Junction,42,20
Kandivli,Thane,16,10
Kandivli,Nallasopara,18,10
Kandivli,Vasai Road,11,10
Kandivli,Virar,12,10
Jogeshwari,Dadar,5,5
Jogeshwari,Goregaon,18,10
Jogeshwari,Sandhurst Road,10,10
Jogeshwari,Dombivli,19,10
Jogeshwari,Vikhroli,12,10
Jogeshwari,Kurla,9,5
Jogeshwari,Grant Road,46,20
Jogeshwari,Santacruz,49,20
Jogeshwari,Byculla,1,5
Jogeshwari,Wadala Road,14,10
Jogeshwari,Marine Lines,25,15
Jogeshwari,Dockyard Road,3,5
Jogeshwari,Ghatkopar,10,10
Jogeshwari,Mulund,2,5
Jogeshwari,Nahur,35,15
Jogeshwari,Thakurli,2,5
Jogeshwari,Chunabhatti,17,10
Jogeshwari,Mahalaxmi,22,15
Jogeshwari,Currey Road,19,10
Jogeshwari,Bhayandar,35,15
Jogeshwari,Matunga Road,36,20
Jogeshwari,Malad,28,15
Jogeshwari,Chhatrapati Shivaji Maharaj Terminus,9,5
Jogeshwari,Kopar,23,15
Jogeshwari,Vile Parle,7,5
Jogeshwari,Chinchpokli,16,10
Jogeshwari,Kalyan Junction,40,20
Jogeshwari,Lower Parel,38,20
Jogeshwari,Masjid,37,20
Jogeshwari,Mira Road,5,5
Jogeshwari,Andheri,4,5
Jogeshwari,Mumbra,27,15
Jogeshwari,Tilak Nagar,27,15
Jogeshwari,Sion,50,20
Jogeshwari,Dahisar,16,10
Jogeshwari,Prabhadevi,28,15
Jogeshwari,Parel,16,10
Jogeshwari,Chembur,50,20
Jogeshwari,Sanpada,2,5
Jogeshwari,Kanjur Marg,14,10
Jogeshwari,Charni Road,30,15
Jogeshwari,Diva Junction,1,5
Jogeshwari,Ram Mandir,25,15
Jogeshwari,Matunga,31,15
Jogeshwari,Mankhurd,30,15
Jogeshwari,Borivali,9,5
Jogeshwari,Guru Tegh Bahadur Nagar,35,15
Jogeshwari,Mumbai Central,1,5
Jogeshwari,Bandra,36,20
Jogeshwari,Sewri,33,15
Jogeshwari,Vidyavihar,46,20
Jogeshwari,Khar Road,39,20
Jogeshwari,Kandivli,15,10
Jogeshwari,Cotton Green,30,15
Jogeshwari,Panvel,43,20
Jogeshwari,Bhandup,1,5
Jogeshwari,Naigaon,16,10
Jogeshwari,Churchgate,21,15
Jogeshwari,Vashi,34,15
Jogeshwari,Kalwa,24,15
Jogeshwari,Reay Road,2,5
Jogeshwari,Mahim Junction,6,5
Jogeshwari,Thane,2,5
Jogeshwari,Nallasopara,4,5
Jogeshwari,Vasai Road,47,20
Jogeshwari,Virar,48,20
Cotton Green,Dadar,26,15
Cotton Green,Goregaon,13,10
Cotton Green,Sandhurst Road,39,20
Cotton Green,Dombivli,12,10
Cotton Green,Vikhroli,19,10
Cotton Green,Kurla,38,20
Cotton Green,Grant Road,17,10
Cotton Green,Santacruz,28,15
Cotton Green,Byculla,30,15
Cotton Green,Wadala Road,17,10
Cotton Green,Marine Lines,4,5
Cotton Green,Dockyard Road,28,15
Cotton Green,Ghatkopar,21,15
Cotton Green,Mulund,31,15
Cotton Green,Nahur,14,10
Cotton Green,Thakurli,29,15
Cotton Green,Chunabhatti,46,20
Cotton Green,Mahalaxmi,1,5
Cotton Green,Currey Road,12,10
Cotton Green,Bhayandar,46,20
Cotton Green,Matunga Road,7,5
Cotton Green,Malad,7,5
Cotton Green,Chhatrapati Shivaji Maharaj Terminus,30,15
Cotton Green,Kopar,8,5
Cotton Green,Vile Parle,24,15
Cotton Green,Chinchpokli,37,20
Cotton Green,Kalyan Junction,19,10
Cotton Green,Lower Parel,43,20
Cotton Green,Masjid,16,10
Cotton Green,Mira Road,26,15
Cotton Green,Andheri,27,15
Cotton Green,Mumbra,48,20
Cotton Green,Tilak Nagar,4,5
Cotton Green,Sion,31,15
Cotton Green,Dahisar,37,20
Cotton Green,Prabhadevi,7,5
Cotton Green,Parel,15,10
Cotton Green,Chembur,21,15
Cotton Green,Sanpada,29,15
Cotton Green,Kanjur Marg,43,20
Cotton Green,Charni Road,1,5
Cotton Green,Diva Junction,30,15
Cotton Green,Ram Mandir,6,5
Cotton Green,Matunga,50,20
Cotton Green,Mankhurd,1,5
Cotton Green,Borivali,22,15
Cotton Green,Guru Tegh Bahadur Nagar,46,20
Cotton Green,Mumbai Central,30,15
Cotton Green,Bandra,45,20
Cotton Green,Sewri,12,10
Cotton Green,Vidyavihar,35,15
Cotton Green,Khar Road,10,10
Cotton Green,Kandivli,16,10
Cotton Green,Jogeshwari,30,15
Cotton Green,Panvel,14,10
Cotton Green,Bhandup,30,15
Cotton Green,Naigaon,15,10
Cotton Green,Churchgate,42,20
Cotton Green,Vashi,47,20
Cotton Green,Kalwa,7,5
Cotton Green,Reay Road,23,15
Cotton Green,Mahim Junction,25,15
Cotton Green,Thane,31,15
Cotton Green,Nallasopara,33,15
Cotton Green,Vasai Road,26,15
Cotton Green,Virar,27,15
Panvel,Dadar,13,10
Panvel,Goregaon,26,15
Panvel,Sandhurst Road,2,5
Panvel,Dombivli,25,15
Panvel,Vikhroli,32,15
Panvel,Kurla,1,5
Panvel,Grant Road,4,5
Panvel,Santacruz,41,20
Panvel,Byculla,43,20
Panvel,Wadala Road,30,15
Panvel,Marine Lines,17,10
Panvel,Dockyard Road,41,20
Panvel,Ghatkopar,34,15
Panvel,Mulund,44,20
Panvel,Nahur,27,15
Panvel,Thakurli,42,20
Panvel,Chunabhatti,9,5
Panvel,Mahalaxmi,14,10
Panvel,Currey Road,25,15
Panvel,Bhayandar,9,5
Panvel,Matunga Road,44,20
Panvel,Malad,20,10
Panvel,Chhatrapati Shivaji Maharaj Terminus,35,15
Panvel,Kopar,21,15
Panvel,Vile Parle,37,20
Panvel,Chinchpokli,28,15
Panvel,Kalyan Junction,32,15
Panvel,Lower Parel,6,5
Panvel,Masjid,29,15
Panvel,Mira Road,39,20
Panvel,Andheri,40,20
Panvel,Mumbra,35,15
Panvel,Tilak Nagar,17,10
Panvel,Sion,44,20
Panvel,Dahisar,24,15
Panvel,Prabhadevi,20,10
Panvel,Parel,28,15
Panvel,Chembur,8,5
Panvel,Sanpada,42,20
Panvel,Kanjur Marg,6,5
Panvel,Charni Road,38,20
Panvel,Diva Junction,43,20
Panvel,Ram Mandir,19,10
Panvel,Matunga,13,10
Panvel,Mankhurd,14,10
Panvel,Borivali,35,15
Panvel,Guru Tegh Bahadur Nagar,9,5
Panvel,Mumbai Central,43,20
Panvel,Bandra,8,5
Panvel,Sewri,25,15
Panvel,Vidyavihar,48,20
Panvel,Khar Road,5,5
Panvel,Kandivli,29,15
Panvel,Jogeshwari,43,20
Panvel,Cotton Green,14,10
Panvel,Bhandup,43,20
Panvel,Naigaon,28,15
Panvel,Churchgate,29,15
Panvel,Vashi,10,10
Panvel,Kalwa,20,10
Panvel,Reay Road,42,20
Panvel,Mahim Junction,38,20
Panvel,Thane,44,20
Panvel,Nallasopara,46,20
Panvel,Vasai Road,39,20
Panvel,Virar,40,20
Bhandup,Dadar,5,5
Bhandup,Goregaon,18,10
Bhandup,Sandhurst Road,10,10
Bhandup,Dombivli,19,10
Bhandup,Vikhroli,40,20
Bhandup,Kurla,9,5
Bhandup,Grant Road,46,20
Bhandup,Santacruz,49,20
Bhandup,Byculla,1,5
Bhandup,Wadala Road,38,20
Bhandup,Marine Lines,25,15
Bhandup,Dockyard Road,49,20
Bhandup,Ghatkopar,10,10
Bhandup,Mulund,2,5
Bhandup,Nahur,35,15
Bhandup,Thakurli,50,20
Bhandup,Chunabhatti,17,10
Bhandup,Mahalaxmi,22,15
Bhandup,Currey Road,33,15
Bhandup,Bhayandar,17,10
Bhandup,Matunga Road,36,20
Bhandup,Malad,28,15
Bhandup,Chhatrapati Shivaji Maharaj Terminus,9,5
Bhandup,Kopar,23,15
Bhandup,Vile Parle,7,5
Bhandup,Chinchpokli,16,10
Bhandup,Kalyan Junction,40,20
Bhandup,Lower Parel,38,20
Bhandup,Masjid,37,20
Bhandup,Mira Road,47,20
Bhandup,Andheri,48,20
Bhandup,Mumbra,27,15
Bhandup,Tilak Nagar,25,15
Bhandup,Sion,50,20
Bhandup,Dahisar,16,10
Bhandup,Prabhadevi,28,15
Bhandup,Parel,36,20
Bhandup,Chembur,50,20
Bhandup,Sanpada,2,5
Bhandup,Kanjur Marg,14,10
Bhandup,Charni Road,30,15
Bhandup,Diva Junction,1,5
Bhandup,Ram Mandir,27,15
Bhandup,Matunga,31,15
Bhandup,Mankhurd,30,15
Bhandup,Borivali,43,20
Bhandup,Guru Tegh Bahadur Nagar,17,10
Bhandup,Mumbai Central,1,5
Bhandup,Bandra,16,10
Bhandup,Sewri,33,15
Bhandup,Vidyavihar,6,5
Bhandup,Khar Road,39,20
Bhandup,Kandivli,37,20
Bhandup,Jogeshwari,1,5
Bhandup,Cotton Green,30,15
Bhandup,Panvel,43,20
Bhandup,Naigaon,36,20
Bhandup,Churchgate,21,15
Bhandup,Vashi,34,15
Bhandup,Kalwa,24,15
Bhandup,Reay Road,2,5
Bhandup,Mahim Junction,6,5
Bhandup,Thane,2,5
Bhandup,Nallasopara,4,5
Bhandup,Vasai Road,47,20
Bhandup,Virar,48,20
Naigaon,Dadar,40,20
Naigaon,Goregaon,3,5
Naigaon,Sandhurst Road,25,15
Naigaon,Dombivli,4,5
Naigaon,Vikhroli,5,5
Naigaon,Kurla,24,15
Naigaon,Grant Road,31,15
Naigaon,Santacruz,14,10
Naigaon,Byculla,36,20
Naigaon,Wadala Road,49,20
Naigaon,Marine Lines,40,20
Naigaon,Dockyard Road,14,10
Naigaon,Ghatkopar,45,20
Naigaon,Mulund,17,10
Naigaon,Nahur,50,20
Naigaon,Thakurli,15,10
Naigaon,Chunabhatti,32,15
Naigaon,Mahalaxmi,37,20
Naigaon,Currey Road,4,5
Naigaon,Bhayandar,32,15
Naigaon,Matunga Road,21,15
Naigaon,Malad,43,20
Naigaon,Chhatrapati Shivaji Maharaj Terminus,44,20
Naigaon,Kopar,8,5
Naigaon,Vile Parle,42,20
Naigaon,Chinchpokli,1,5
Naigaon,Kalyan Junction,5,5
Naigaon,Lower Parel,23,15
Naigaon,Masjid,2,5
Naigaon,Mira Road,12,10
Naigaon,Andheri,13,10
Naigaon,Mumbra,12,10
Naigaon,Tilak Nagar,40,20
Naigaon,Sion,35,15
Naigaon,Dahisar,1,5
Naigaon,Prabhadevi,43,20
Naigaon,Parel,1,5
Naigaon,Chembur,35,15
Naigaon,Sanpada,37,20
Naigaon,Kanjur Marg,29,15
Naigaon,Charni Road,15,10
Naigaon,Diva Junction,36,20
Naigaon,Ram Mandir,42,20
Naigaon,Matunga,16,10
Naigaon,Mankhurd,15,10
Naigaon,Borivali,8,5
Naigaon,Guru Tegh Bahadur Nagar,32,15
Naigaon,Mumbai Central,36,20
Naigaon,Bandra,31,15
Naigaon,Sewri,48,20
Naigaon,Vidyavihar,21,15
Naigaon,Khar Road,24,15
Naigaon,Kandivli,2,5
Naigaon,Jogeshwari,16,10
Naigaon,Cotton Green,15,10
Naigaon,Panvel,28,15
Naigaon,Bhandup,36,20
Naigaon,Churchgate,6,5
Naigaon,Vashi,19,10
Naigaon,Kalwa,9,5
Naigaon,Reay Road,37,20
Naigaon,Mahim Junction,41,20
Naigaon,Thane,17,10
Naigaon,Nallasopara,19,10
Naigaon,Vasai Road,12,10
Naigaon,Virar,13,10
Churchgate,Dadar,17,10
Churchgate,Goregaon,4,5
Churchgate,Sandhurst Road,30,15
Churchgate,Dombivli,3,5
Churchgate,Vikhroli,10,10
Churchgate,Kurla,29,15
Churchgate,Grant Road,26,15
Churchgate,Santacruz,19,10
Churchgate,Byculla,21,15
Churchgate,Wadala Road,8,5
Churchgate,Marine Lines,45,20
Churchgate,Dockyard Road,19,10
Churchgate,Ghatkopar,12,10
Churchgate,Mulund,22,15
Churchgate,Nahur,5,5
Churchgate,Thakurli,20,10
Churchgate,Chunabhatti,37,20
Churchgate,Mahalaxmi,42,20
Churchgate,Currey Road,3,5
Churchgate,Bhayandar,37,20
Churchgate,Matunga Road,36,20
Churchgate,Malad,48,20
Churchgate,Chhatrapati Shivaji Maharaj Terminus,13,10
Churchgate,Kopar,49,20
Churchgate,Vile Parle,15,10
Churchgate,Chinchpokli,6,5
Churchgate,Kalyan Junction,10,10
Churchgate,Lower Parel,34,15
Churchgate,Masjid,7,5
Churchgate,Mira Road,17,10
Churchgate,Andheri,18,10
Churchgate,Mumbra,45,20
Churchgate,Tilak Nagar,45,20
Churchgate,Sion,22,15
Churchgate,Dahisar,6,5
Churchgate,Prabhadevi,48,20
Churchgate,Parel,6,5
Churchgate,Chembur,22,15
Churchgate,Sanpada,20,10
Churchgate,Kanjur Marg,34,15
Churchgate,Charni Road,10,10
Churchgate,Diva Junction,21,15
Churchgate,Ram Mandir,47,20
Churchgate,Matunga,41,20
Churchgate,Mankhurd,42,20
Churchgate,Borivali,13,10
Churchgate,Guru Tegh Bahadur Nagar,37,20
Churchgate,Mumbai Central,21,15
Churchgate,Bandra,36,20
Churchgate,Sewri,3,5
Churchgate,Vidyavihar,26,15
Churchgate,Khar Road,33,15
Churchgate,Kandivli,7,5
Churchgate,Jogeshwari,21,15
Churchgate,Cotton Green,42,20
Churchgate,Panvel,29,15
Churchgate,Bhandup,21,15
Churchgate,Naigaon,6,5
Churchgate,Vashi,38,20
Churchgate,Kalwa,48,20
Churchgate,Reay Road,20,10
Churchgate,Mahim Junction,16,10
Churchgate,Thane,22,15
Churchgate,Nallasopara,24,15
Churchgate,Vasai Road,17,10
Churchgate,Virar,18,10
Vashi,Dadar,22,15
Vashi,Goregaon,35,15
Vashi,Sandhurst Road,43,20
Vashi,Dombivli,16,10
Vashi,Vikhroli,23,15
Vashi,Kurla,42,20
Vashi,Grant Road,13,10
Vashi,Santacruz,32,15
Vashi,Byculla,34,15
Vashi,Wadala Road,21,15
Vashi,Marine Lines,8,5
Vashi,Dockyard Road,32,15
Vashi,Ghatkopar,25,15
Vashi,Mulund,35,15
Vashi,Nahur,18,10
Vashi,Thakurli,33,15
Vashi,Chunabhatti,50,20
Vashi,Mahalaxmi,5,5
Vashi,Currey Road,16,10
Vashi,Bhayandar,50,20
Vashi,Matunga Road,3,5
Vashi,Malad,11,10
Vashi,Chhatrapati Shivaji Maharaj Terminus,26,15
Vashi,Kopar,12,10
Vashi,Vile Parle,24,15
Vashi,Chinchpokli,33,15
Vashi,Kalyan Junction,23,15
Vashi,Lower Parel,5,5
Vashi,Masjid,20,10
Vashi,Mira Road,30,15
Vashi,Andheri,31,15
Vashi,Mumbra,44,20
Vashi,Tilak Nagar,8,5
Vashi,Sion,17,10
Vashi,Dahisar,33,15
Vashi,Prabhadevi,11,10
Vashi,Parel,19,10
Vashi,Chembur,17,10
Vashi,Sanpada,19,10
Vashi,Kanjur Marg,47,20
Vashi,Charni Road,47,20
Vashi,Diva Junction,34,15
Vashi,Ram Mandir,10,10
Vashi,Matunga,48,20
Vashi,Mankhurd,47,20
Vashi,Borivali,26,15
Vashi,Guru Tegh Bahadur Nagar,50,20
Vashi,Mumbai Central,34,15
Vashi,Bandra,49,20
Vashi,Sewri,16,10
Vashi,Vidyavihar,39,20
Vashi,Khar Road,6,5
Vashi,Kandivli,20,10
Vashi,Jogeshwari,34,15
Vashi,Cotton Green,47,20
Vashi,Panvel,10,10
Vashi,Bhandup,34,15
Vashi,Naigaon,19,10
Vashi,Churchgate,38,20
Vashi,Kalwa,41,20
Vashi,Reay Road,19,10
Vashi,Mahim Junction,23,15
Vashi,Thane,35,15
Vashi,Nallasopara,37,20
Vashi,Vasai Road,30,15
Vashi,Virar,31,15
Kalwa,Dadar,32,15
Kalwa,Goregaon,7,5
Kalwa,Sandhurst Road,33,15
Kalwa,Dombivli,6,5
Kalwa,Vikhroli,13,10
Kalwa,Kurla,32,15
Kalwa,Grant Road,23,15
Kalwa,Santacruz,22,15
Kalwa,Byculla,24,15
Kalwa,Wadala Road,11,10
Kalwa,Marine Lines,48,20
Kalwa,Dockyard Road,22,15
Kalwa,Ghatkopar,15,10
Kalwa,Mulund,25,15
Kalwa,Nahur,8,5
Kalwa,Thakurli,23,15
Kalwa,Chunabhatti,40,20
Kalwa,Mahalaxmi,45,20
Kalwa,Currey Road,6,5
Kalwa,Bhayandar,40,20
Kalwa,Matunga Road,13,10
Kalwa,Malad,1,5
Kalwa,Chhatrapati Shivaji Maharaj Terminus,36,20
Kalwa,Kopar,2,5
Kalwa,Vile Parle,18,10
